product_name,category,star_rating,review_title,review_text,helpful_votes,total_votes,verified_purchase,cognitive_label,source_file,marketplace,customer_id,review_id,product_id,product_parent,vine,review_date,review_text_clean,product_name_clean,input_text,word_count,exclamation_count,question_count,s1_keyword_hits,s2_keyword_hits,emotional_ratio,rational_ratio,star_rating_clean,sentiment_compound,sentiment_pos,sentiment_neg
1955 62nd Birthday Gift Box of Retro Candy from Childhood,Grocery,5.0,Something he won't return,"Finally I found a gift for my husband that he really really liked.<br />He doesn't need or want anything, usually.<br />But this one made him nostalgic and funny stories came tumbling<br />out of his memories.<br />A really thoughtful purchase!",1.0,1.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,"Finally I found a gift for my husband that he really really liked. He doesn't need or want anything, usually. But this one made him nostalgic and funny stories came tumbling out of his memories. A really thoughtful purchase!",1955 62nd Birthday Gift Box of Retro Candy from Childhood,"PRODUCT: 1955 62nd Birthday Gift Box of Retro Candy from Childhood. REVIEW: Finally I found a gift for my husband that he really really liked. He doesn't need or want anything, usually. But this one made him nostalgic and funny stories came tumbling out of his memories. A really thoughtful purchase!",51,1,0,3,0,0.0588,0.0,5.0,0.9179,0.246,0.019
Hamburger Shape CD Storage Case Bag-24-disc,Electronics,5.0,Perfect!,Adorable! I bought 2 of them and they arrived a month before the expected arrival date!,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,Adorable! I bought 2 of them and they arrived a month before the expected arrival date!,,PRODUCT: . REVIEW: Adorable! I bought 2 of them and they arrived a month before the expected arrival date!,19,2,0,0,0,0.0,0.0,5.0,0.5837,0.213,0.0
Alluring 100% Real Siberian Mink Individual Strip Lashes,Beauty,3.0,Good product but doesn't last very long,Nice looking and fun to wear but didn't last as long as I'd have liked.,0.0,0.0,N,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,Nice looking and fun to wear but didn't last as long as I'd have liked.,Alluring 100% Real Siberian Mink Individual Strip Lashes,PRODUCT: Alluring 100% Real Siberian Mink Individual Strip Lashes. REVIEW: Nice looking and fun to wear but didn't last as long as I'd have liked.,25,0,0,1,0,0.04,0.0,3.0,0.775,0.261,0.0
"Stonewall Kitchen Double Chocolate Pancake and Waffle Mix, 16 Ounce Can",Grocery,5.0,OMG!! Delicious! Although not much of a ...,OMG!!  Delicious!  Although not much of a breakfast food!  Yummy!  I will buy again!,0.0,0.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,OMG!! Delicious! Although not much of a breakfast food! Yummy! I will buy again!,"Stonewall Kitchen Double Chocolate Pancake and Waffle Mix, 16 Ounce Can","PRODUCT: Stonewall Kitchen Double Chocolate Pancake and Waffle Mix, 16 Ounce Can. REVIEW: OMG!! Delicious! Although not much of a breakfast food! Yummy! I will buy again!",27,6,0,0,0,0.0,0.0,5.0,0.8507,0.264,0.0
"Odyssey Waterproof 10L / 20L Dry Bag (Orange / Black) - Keeps Gear Dry for Kayaking, Beach, Rafting, Boating, Hiking, Camping with Free Waterproof Phone Case",Sports,5.0,Is actually waterproof and my cell phone was nice and dry,"I needed a new bag for when I go canoeing as I cannot find my last waterproof bag anywhere.  I saw this one here on amazon and it had good reviews so I decided to order.  I was impressed how quickly this arrived in the mail.  This bag seems to be pretty well made and I had a canoe day planned with my friends and I decided I was going to put it to the test.  This bag is perfect to hold my cell phone, wallet, my sunblock and small towels for the trip. This bag is a nice 10L bag which holds plenty of stuff and even has an extra little bag for my cell phone and money. I went out on my trip and we were out for a few hours and my belongings came back nice and dry.  I was a little nervous about my cell phone but it was dry as a bone when I took it out of the bag.  I did get this for free to test and give my honest opinion but even at full price this is cheaper than the last bag that I purchased at dicks. Overall, there isn't too much you can really say about a bag other than if it actually worked but we got back to camp and my belongings were dry and my cell phone as well.  My husband sometimes capsizes the boat and everything went smoothly with no issues and I would recommend this to protect your belongings.",0.0,0.0,N,0,amazon_reviews_us_Sports_v1_00.tsv_S2,US,24512355.0,R2G6H2UBA75NK5,B00XLIWQEQ,519381306.0,N,2015-08-22,"I needed a new bag for when I go canoeing as I cannot find my last waterproof bag anywhere. I saw this one here on amazon and it had good reviews so I decided to order. I was impressed how quickly this arrived in the mail. This bag seems to be pretty well made and I had a canoe day planned with my friends and I decided I was going to put it to the test. This bag is perfect to hold my cell phone, wallet, my sunblock and small towels for the trip. This bag is a nice 10L bag which holds plenty of stuff and even has an extra little bag for my cell phone and money. I went out on my trip and we were out for a few hours and my belongings came back nice and dry. I was a little nervous about my cell phone but it was dry as a bone when I took it out of the bag. I did get this for free to test and give my honest opinion but even at full price this is cheaper than the last bag that I purchased at dicks. Overall, there isn't too much you can really say about a bag other than if it actually worked but we got back to camp and my belongings were dry and my cell phone as well. My husband sometimes capsizes the boat and everything went smoothly with no issues and I would recommend this to protect your belongings.","Odyssey Waterproof 10L 20L Dry Bag Orange Black - Keeps Gear Dry for Kayaking, Beach, Rafting, Boating, Hiking, Camping with Free Waterproof Phone Case","PRODUCT: Odyssey Waterproof 10L 20L Dry Bag Orange Black - Keeps Gear Dry for Kayaking, Beach, Rafting, Boating, Hiking, Camping with Free Waterproof Phone Case. REVIEW: I needed a new bag for when I go canoeing as I cannot find my last waterproof bag anywhere. I saw this one here on amazon and it had good reviews so I decided to order. I was impressed how quickly this arrived in the mail. This bag seems to be pretty well made and I had a canoe day planned with my friends and I decided I was going to put it to the test. This bag is perfect to hold my cell phone, wallet, my sunblock and small towels for the trip. This bag is a nice 10L bag which holds plenty of stuff and even has an extra little bag for my cell phone and money. I went out on my trip and we were out for a few hours and my belongings came back nice and dry. I was a little nervous about my cell phone but it was dry as a bone when I took it out of the bag. I did get this for free to test and give my honest opinion but even at full price this is cheaper than the last bag that I purchased at dicks. Overall, there isn't too much you can really say about a bag other than if it actually worked but we got back to camp and my belongings were dry and my cell phone as well. My husband sometimes capsizes the boat and everything went smoothly with no issues and I would recommend this to protect your belongings.",278,0,0,1,0,0.0036,0.0,5.0,0.9824,0.134,0.015
Elegant Wrikled Cotton Swim Suit Cover up / Beach Mini Dress with Lace Sleeves,Apparel,1.0,One Star,It was nothing like the picture and a big disappointment!,0.0,0.0,Y,1,amazon_reviews_us_Apparel_v1_00.tsv,,,,,,,,It was nothing like the picture and a big disappointment!,Elegant Wrikled Cotton Swim Suit Cover up Beach Mini Dress with Lace Sleeves,PRODUCT: Elegant Wrikled Cotton Swim Suit Cover up Beach Mini Dress with Lace Sleeves. REVIEW: It was nothing like the picture and a big disappointment!,25,1,0,0,0,0.0,0.0,1.0,-0.3822,0.104,0.191
Wi-Fi Music Player with 3.5-Inch Color Display,Electronics,5.0,This radio works just like it should and totally changes the way you listen ...,"This radio works just like it should and totally changes the way you listen to radio !  No problems to speak of and it looks and sounds great. When I want even better sound, I just plug a pair of decent powered computer speakers into the headphone jack.  Well worth the money.",1.0,1.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"This radio works just like it should and totally changes the way you listen to radio ! No problems to speak of and it looks and sounds great. When I want even better sound, I just plug a pair of decent powered computer speakers into the headphone jack. Well worth the money.",,"PRODUCT: . REVIEW: This radio works just like it should and totally changes the way you listen to radio ! No problems to speak of and it looks and sounds great. When I want even better sound, I just plug a pair of decent powered computer speakers into the headphone jack. Well worth the money.",55,1,0,0,0,0.0,0.0,5.0,0.8478,0.243,0.079
Vktech 2pcs 110cm BNC Q9 to Dual Alligator Clip Oscilloscope Test Probe Leads,Electronics,5.0,"great cables, great price","Very nicely made, and the price is great!<br /><br />The black part of the cable is true, high frequency 50 Ohm coax, with a polyethylene core and braided shield (For you geeks: conforming to the Chinese national standard for cable type SYV-50-2-41).<br /><br />The only (minor) issue is that the protective sleeves over the alligator clips is made from the ever-present shiny, and thus slippery, PVC plastic.",4.0,4.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"Very nicely made, and the price is great! The black part of the cable is true, high frequency 50 Ohm coax, with a polyethylene core and braided shield For you geeks conforming to the Chinese national standard for cable type SYV-50-2-41 . The only minor issue is that the protective sleeves over the alligator clips is made from the ever-present shiny, and thus slippery, PVC plastic.",Vktech 2pcs 110cm BNC Q9 to Dual Alligator Clip Oscilloscope Test Probe Leads,"PRODUCT: Vktech 2pcs 110cm BNC Q9 to Dual Alligator Clip Oscilloscope Test Probe Leads. REVIEW: Very nicely made, and the price is great! The black part of the cable is true, high frequency 50 Ohm coax, with a polyethylene core and braided shield For you geeks conforming to the Chinese national standard for cable type SYV-50-2-41 . The only minor issue is that the protective sleeves over the alligator clips is made from the ever-present shiny, and thus slippery, PVC plastic.",81,1,0,0,0,0.0,0.0,5.0,0.8746,0.12,0.016
Robert Rothschild Farm Chop House Steak & Beef Rub,Grocery,2.0,Herb pieces are way too large and numerous and overpowers ...,"Herb pieces are large and numerous and overpowers the taste of the steak with herb flavors, even when I sprinkled it on sparingly.",1.0,1.0,N,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,"Herb pieces are large and numerous and overpowers the taste of the steak with herb flavors, even when I sprinkled it on sparingly.",Robert Rothschild Farm Chop House Steak Beef Rub,"PRODUCT: Robert Rothschild Farm Chop House Steak Beef Rub. REVIEW: Herb pieces are large and numerous and overpowers the taste of the steak with herb flavors, even when I sprinkled it on sparingly.",33,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0
Rockit Headphone/Microphone Splitter,Electronics,1.0,wsate of money,waste of time and money. the mic input didn`t work at all.,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,waste of time and money. the mic input didn t work at all.,,PRODUCT: . REVIEW: waste of time and money. the mic input didn t work at all.,16,0,0,0,0,0.0,0.0,1.0,-0.4215,0.0,0.177
Sony KDF-55E2000 rear projector TV lamp with housing - high quality replacement lamp,Electronics,2.0,Two Stars,the unit fit in good but bulb lasted 20 mins.,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,the unit fit in good but bulb lasted 20 mins.,Sony KDF-55E2000 rear projector TV lamp with housing - high quality replacement lamp,PRODUCT: Sony KDF-55E2000 rear projector TV lamp with housing - high quality replacement lamp. REVIEW: the unit fit in good but bulb lasted 20 mins.,25,0,0,0,0,0.0,0.0,2.0,0.4019,0.144,0.0
"Summer Infant Metal Expansion Gate, 6 Foot Wide Walk-Thru",Baby,3.0,50/50 chance of defects.,"I bought one of these gates a few months ago to block of a set of stairs going down to stop my then 6 month old son from falling.  Needed to do some retrofitting to make it work for my situation but overall the results were great.  Sturdy installation, easy open and close and easily removable.  If that were my only experience with this product i would have given it 5 stars.<br /><br />I just purchased another of these.  I would give it one star if the first had not been so good.  The screw holes on the ends of this one were not properly threaded and the bolts only go in about 3/4 to 1 inch.  I decided to re-tap the holes, and quickly realized that they were a different thread count than the bolts.  The door doesnt line up properly (its slightly bowed) so opening and closing requires two hands, one to open the latch and the other to bend the gate to the right position.  So of my two purchases one is perfect and the other is junk.  Quality control must have taken a day off.  I would return it but have already been waiting a month for this to begin with and my son, now 11 months, is constantly trying to go up the stairs.  At least its strong enough to stop him from doing so, its just a serious hassle for anyone else trying to get past it.",0.0,0.0,Y,0,amazon_reviews_us_Baby_v1_00.tsv_S2,US,37461992.0,R3TJRCA7YKHYKT,B00EFB78M8,29445486.0,N,2015-06-15,"I bought one of these gates a few months ago to block of a set of stairs going down to stop my then 6 month old son from falling. Needed to do some retrofitting to make it work for my situation but overall the results were great. Sturdy installation, easy open and close and easily removable. If that were my only experience with this product i would have given it 5 stars. I just purchased another of these. I would give it one star if the first had not been so good. The screw holes on the ends of this one were not properly threaded and the bolts only go in about 3 4 to 1 inch. I decided to re-tap the holes, and quickly realized that they were a different thread count than the bolts. The door doesnt line up properly its slightly bowed so opening and closing requires two hands, one to open the latch and the other to bend the gate to the right position. So of my two purchases one is perfect and the other is junk. Quality control must have taken a day off. I would return it but have already been waiting a month for this to begin with and my son, now 11 months, is constantly trying to go up the stairs. At least its strong enough to stop him from doing so, its just a serious hassle for anyone else trying to get past it.","Summer Infant Metal Expansion Gate, 6 Foot Wide Walk-Thru","PRODUCT: Summer Infant Metal Expansion Gate, 6 Foot Wide Walk-Thru. REVIEW: I bought one of these gates a few months ago to block of a set of stairs going down to stop my then 6 month old son from falling. Needed to do some retrofitting to make it work for my situation but overall the results were great. Sturdy installation, easy open and close and easily removable. If that were my only experience with this product i would have given it 5 stars. I just purchased another of these. I would give it one star if the first had not been so good. The screw holes on the ends of this one were not properly threaded and the bolts only go in about 3 4 to 1 inch. I decided to re-tap the holes, and quickly realized that they were a different thread count than the bolts. The door doesnt line up properly its slightly bowed so opening and closing requires two hands, one to open the latch and the other to bend the gate to the right position. So of my two purchases one is perfect and the other is junk. Quality control must have taken a day off. I would return it but have already been waiting a month for this to begin with and my son, now 11 months, is constantly trying to go up the stairs. At least its strong enough to stop him from doing so, its just a serious hassle for anyone else trying to get past it.",254,0,0,1,0,0.0039,0.0,3.0,0.971,0.104,0.044
